dataset_uuid,organization_uuid,name,description,access_level,license,metadata_created,metadata_modified,maintainer_email,maintainer_name,identifier
62540b88-366d-4c7b-8987-564d4b285003,05cef825-2b53-52ec-98ae-1232be6a74a7,Federal Water Database 2014,Federal dataset for federal water database 2014. Includes historical records and current measurements across multiple geographic regions.,restricted public,Creative Commons CCZero,2013-10-31 23:32:26,2022-11-10 02:41:47,nasa-data@nasa.gov,Data Services,federal-water-database-2014-62540b88
df8ff8f9-e6e6-4a65-8875-8c3c254e5e07,a9817270-ab22-5d9a-bb87-c241b4039796,Energy Monitoring Records 2022,"Open government dataset providing detailed energy information. Suitable for academic research, journalism, and data science applications.",public,Creative Commons Attribution,2015-09-20 10:39:12,2023-03-10 03:49:34,eddata@ed.gov,Data Quality Group,energy-monitoring-records-2022-df8ff8f9
9bf894ad-0de3-440e-97c1-b9e86cbc79cc,2e700355-61d6-530f-b2ef-15217fcfd96f,National Criminal Justice Inventory 2010,This dataset contains criminal justice data collected by federal agencies. It covers key indicators relevant to national criminal justice inventory 2010 and is updated periodically.,public,License Not Specified,2012-07-22 16:20:54,2022-05-11 14:00:08,dataportal@cityofchicago.org,Data Analytics,national-criminal-justice-inventory-2010-9bf894ad
9292a4bf-b5fd-4632-8447-6005ee04dfa7,2e700355-61d6-530f-b2ef-15217fcfd96f,Water Indicators Dashboard,This dataset contains water data collected by federal agencies. It covers key indicators relevant to water indicators dashboard and is updated periodically.,public,Other (Open),2018-06-23 07:43:20,2021-06-30 09:59:48,dataportal@cityofchicago.org,Data Analytics,water-indicators-dashboard-9292a4bf
84126262-bc53-4981-84ff-5540eb02bfb5,ea548bb9-4b2c-5f08-be80-218c30e7a80e,Energy Statistics by National (2021),"Open government dataset providing detailed energy information. Suitable for academic research, journalism, and data science applications.",public,U.S. Government Work,2015-02-09 04:43:42,2020-01-19 08:01:49,census.data@census.gov,Data Dissemination,energy-statistics-by-national-2021-84126262
11639c1a-1a68-4b97-b0b7-f752da525de8,28fe1fbe-4f76-5fb3-b3a6-ded13e2faa90,Environment Statistics by City-Level (2024),This dataset contains environment data collected by federal agencies. It covers key indicators relevant to environment statistics by city-level (2024) and is updated periodically.,public,Open Data Commons Public Domain,2011-01-24 00:44:19,2023-02-04 13:26:30,cdcinfo@cdc.gov,Public Health Data,environment-statistics-by-city-level-2024-11639c1a
e88c993f-fb18-440c-8dea-a4f7267c49a6,3eaccee0-381b-5fbe-af5a-5522264844df,Annual Environment Report - U.S. Department of,Comprehensive environment statistics for research and policy analysis. Data sourced from official government records and surveys.,public,U.S. Government Work,2020-12-26 03:32:29,2022-08-12 00:14:15,data@dol.gov,Chief Data Officer,annual-environment-report-u-s-department-of-e88c993f
4cc6b852-97f0-4733-aeee-7f2186f11e1b,3eaccee0-381b-5fbe-af5a-5522264844df,Federal Social Services Database 2023,Comprehensive social services statistics for research and policy analysis. Data sourced from official government records and surveys.,public,U.S. Government Work,2017-05-16 08:38:51,2024-07-18 21:03:48,data@dol.gov,Chief Data Officer,federal-social-services-database-2023-4cc6b852
9371111c-ba7b-416e-b81c-f1128480a4e6,05cef825-2b53-52ec-98ae-1232be6a74a7,National Park Service Demographics Dataset 2014,Comprehensive demographics statistics for research and policy analysis. Data sourced from official government records and surveys.,public,Other (Open),2010-04-02 09:54:33,2020-09-05 03:59:59,nasa-data@nasa.gov,Data Services,national-park-service-demographics-dataset-2014-9371111c
14dd711d-ed2e-4875-a1bd-b096143d4f96,877f0cfd-1a57-54ad-8616-23509f53d594,National Oceanic and Social Services Dataset 2017,"Open government dataset providing detailed social services information. Suitable for academic research, journalism, and data science applications.",public,Creative Commons Attribution,2016-09-01 02:57:52,2022-08-30 01:01:15,noaa.data@noaa.gov,Data Management,national-oceanic-and-social-services-dataset-2017-14dd711d
efcd74fd-0062-4f98-ab6b-02b5e5de5ee1,f702af7c-3b01-5abd-8846-78fd4f1787b2,Annual Finance Report - Federal Aviation Administration,This dataset contains finance data collected by federal agencies. It covers key indicators relevant to annual finance report - federal aviation administration and is updated periodically.,public,U.S. Government Work,2012-04-21 03:04:52,2021-11-20 08:06:40,nihod@nih.gov,Open Data Office,annual-finance-report-federal-aviation-administration-efcd74fd
52736be6-f95f-44e9-9ccb-0b108497e408,d4c3c80c-8abd-5cd3-8818-8b5b10f5f257,Housing Statistics by State-Level (2015),Federal dataset for housing statistics by state-level (2015). Includes historical records and current measurements across multiple geographic regions.,public,Creative Commons Attribution,2011-12-25 02:43:19,2021-06-26 05:41:55,nps_data@nps.gov,Data Management,housing-statistics-by-state-level-2015-52736be6
49f291b3-8a3e-4474-88e0-8bfaa0ae8e6d,877f0cfd-1a57-54ad-8616-23509f53d594,Business Indicators Dashboard,This dataset contains business data collected by federal agencies. It covers key indicators relevant to business indicators dashboard and is updated periodically.,public,Open Data Commons Public Domain,2016-05-27 22:39:19,2021-07-07 23:09:26,noaa.data@noaa.gov,Data Management,business-indicators-dashboard-49f291b3
5f52898a-02cb-4558-ac30-257232b64e08,edd359ae-a154-5e6e-9317-3a7cab6d8290,Federal Energy Database 2019,"Open government dataset providing detailed energy information. Suitable for academic research, journalism, and data science applications.",public,Open Data Commons Public Domain,2020-11-06 01:11:51,2021-01-27 04:12:22,fws_data@fws.gov,Geospatial Services,federal-energy-database-2019-5f52898a
def06936-bf3f-47a0-8a51-35965c0da85f,55564db0-b0e3-58d0-922e-9bb646183f6f,Transportation Monitoring Records 2015,Federal dataset for transportation monitoring records 2015. Includes historical records and current measurements across multiple geographic regions.,restricted public,Open Data Commons Public Domain,2019-10-16 15:45:42,2022-11-07 02:37:43,info@usda.gov,Communications Office,transportation-monitoring-records-2015-def06936
45329aa5-e5c8-4901-9d31-a1f9fee43357,b5e19456-28d5-581c-bf70-d015b6f89c34,National Environment Inventory 2022,Federal dataset for national environment inventory 2022. Includes historical records and current measurements across multiple geographic regions.,public,U.S. Government Work,2016-05-05 12:16:50,2023-04-17 07:02:19,data@federalreserve.gov,Research Data,national-environment-inventory-2022-45329aa5
754a9bc8-a0cf-45c0-850e-d5e6ef12b0dc,ce969544-a876-5089-a4f4-33b84dbb3aea,U.S. Department of Elections Dataset 2021,"Open government dataset providing detailed elections information. Suitable for academic research, journalism, and data science applications.",restricted public,Open Data Commons Public Domain,2014-01-31 11:51:13,2022-10-14 14:37:14,gs-w_data@usgs.gov,Data Management,u-s-department-of-elections-dataset-2021-754a9bc8
797a56f8-ef15-4033-a6f0-4f1bdc002573,33a3d471-d1cf-551f-ad4f-b99ae751c997,National Health Inventory 2022,This dataset contains health data collected by federal agencies. It covers key indicators relevant to national health inventory 2022 and is updated periodically.,public,Other (Open),2018-03-14 06:38:27,2020-03-30 02:48:27,blsdata@bls.gov,Data Policy,national-health-inventory-2022-797a56f8
fc71ccdc-e02a-4c19-9264-d1d17f885789,ea548bb9-4b2c-5f08-be80-218c30e7a80e,Demographics Indicators Dashboard,This dataset contains demographics data collected by federal agencies. It covers key indicators relevant to demographics indicators dashboard and is updated periodically.,public,Open Data Commons Public Domain,2017-12-04 15:18:12,2020-09-11 21:25:49,census.data@census.gov,Data Dissemination,demographics-indicators-dashboard-fc71ccdc
2a10ca49-5ccc-413e-a4a9-b72ed13127e5,81a78c8e-2f45-5900-9dc6-29316659f33a,NASA Public Safety Dataset 2017,Federal dataset for nasa public safety dataset 2017. Includes historical records and current measurements across multiple geographic regions.,public,Open Data Commons Public Domain,2016-06-05 11:09:43,2021-05-12 13:05:50,opa@ssa.gov,Open Data,nasa-public-safety-dataset-2017-2a10ca49
ff284128-2236-47aa-9727-4b3c0b9cb6fa,055bfdfa-c4cf-5c04-98fc-353d22c8f47d,Regional Geospatial Survey Results,Comprehensive geospatial statistics for research and policy analysis. Data sourced from official government records and surveys.,public,U.S. Government Work,2015-07-13 22:55:18,2023-10-26 23:55:42,data@epa.gov,Data Governance,regional-geospatial-survey-results-ff284128
696658d6-9ce4-48ba-9253-bcb5584e7746,2e700355-61d6-530f-b2ef-15217fcfd96f,Federal Reserve Open Data: Finance,"Open government dataset providing detailed finance information. Suitable for academic research, journalism, and data science applications.",public,Creative Commons Attribution,2014-08-01 08:45:01,2024-04-18 21:17:02,dataportal@cityofchicago.org,Data Analytics,federal-reserve-open-data-finance-696658d6
c07ccff2-e1d7-4cab-a82a-c5b890d5859e,81a78c8e-2f45-5900-9dc6-29316659f33a,Education Statistics by National (2015),Comprehensive education statistics for research and policy analysis. Data sourced from official government records and surveys.,public,License Not Specified,2020-07-07 04:45:55,2024-07-05 04:34:45,opa@ssa.gov,Open Data,education-statistics-by-national-2015-c07ccff2
5e423470-8163-49e9-ab18-968a7ad27038,05cef825-2b53-52ec-98ae-1232be6a74a7,Federal Health Database 2013,Federal dataset for federal health database 2013. Includes historical records and current measurements across multiple geographic regions.,public,Creative Commons CCZero,2017-11-03 08:13:58,2024-03-20 07:52:40,nasa-data@nasa.gov,Data Services,federal-health-database-2013-5e423470
509d787c-ea91-40ea-ad3c-c24fece9031d,17eef301-f812-5976-9a91-c4ccbb932885,U.S. Census Bureau Open Data: Agriculture,Federal dataset for u.s. census bureau open data: agriculture. Includes historical records and current measurements across multiple geographic regions.,non-public,Other (Open),2014-12-12 05:04:16,2021-01-31 20:40:16,dot.data@dot.gov,Data Services,u-s-census-bureau-open-data-agriculture-509d787c
e14c1147-c4a1-4b58-b85a-5f44b74ffbcf,55564db0-b0e3-58d0-922e-9bb646183f6f,Regional Elections Trends 2013-2014,Federal dataset for regional elections trends 2013-2014. Includes historical records and current measurements across multiple geographic regions.,public,Creative Commons CCZero,2016-03-27 14:14:01,2023-09-24 18:23:03,info@usda.gov,Communications Office,regional-elections-trends-2013-2014-e14c1147
4e62426b-fb72-47dd-82bd-7c605c999c6d,7b30979e-2805-5bdb-b8d7-7122baf8a47b,World Health Organization Climate Dataset 2020,Comprehensive climate statistics for research and policy analysis. Data sourced from official government records and surveys.,public,License Not Specified,2017-07-06 11:38:40,2024-08-25 22:01:33,data@faa.gov,Statistics Division,world-health-organization-climate-dataset-2020-4e62426b
0dba43b9-9059-4931-af7c-d5d40547e752,1cfe6182-d24e-55cd-bf9c-ed4571e81522,U.S. Department of Environment Dataset 2022,"Open government dataset providing detailed environment information. Suitable for academic research, journalism, and data science applications.",public,U.S. Government Work,2015-11-10 18:54:48,2021-07-25 11:11:15,opendata@records.nyc.gov,Open Data Team,u-s-department-of-environment-dataset-2022-0dba43b9
779f95bb-6145-4d67-8ded-bf346310fac7,33a3d471-d1cf-551f-ad4f-b99ae751c997,Water Monitoring Records 2015,This dataset contains water data collected by federal agencies. It covers key indicators relevant to water monitoring records 2015 and is updated periodically.,public,U.S. Government Work,2018-11-09 19:01:12,2020-12-08 06:00:52,blsdata@bls.gov,Data Policy,water-monitoring-records-2015-779f95bb
6a178165-27ac-47ee-8bde-484fb90716db,a9817270-ab22-5d9a-bb87-c241b4039796,Agriculture Monitoring Records 2018,"Open government dataset providing detailed agriculture information. Suitable for academic research, journalism, and data science applications.",public,Other (Open),2014-09-30 15:41:22,2022-11-22 22:50:31,eddata@ed.gov,Data Quality Group,agriculture-monitoring-records-2018-6a178165
0a809da3-401c-41bc-b2ab-56cf6eb64896,055bfdfa-c4cf-5c04-98fc-353d22c8f47d,National Institutes of Open Data: Labor,This dataset contains labor data collected by federal agencies. It covers key indicators relevant to national institutes of open data: labor and is updated periodically.,public,U.S. Government Work,2017-08-05 12:08:28,2020-12-30 16:27:21,data@epa.gov,Data Governance,national-institutes-of-open-data-labor-0a809da3
8f93007b-5206-4c31-8b1c-661304bfab51,78eb6bf4-8b08-5c00-8a7c-d4031db1b218,National Institutes of Public Safety Dataset 2011,Comprehensive public safety statistics for research and policy analysis. Data sourced from official government records and surveys.,restricted public,Open Data Commons Public Domain,2019-11-01 12:16:42,2021-01-31 09:38:55,opendata@state.ca.gov,CDT Open Data,national-institutes-of-public-safety-dataset-2011-8f93007b
90894497-ce57-4714-ac90-087476aff850,edd359ae-a154-5e6e-9317-3a7cab6d8290,ZIP Code Business Trends 2021-2022,This dataset contains business data collected by federal agencies. It covers key indicators relevant to zip code business trends 2021-2022 and is updated periodically.,public,Creative Commons Attribution,2015-12-23 10:28:17,2023-06-24 02:48:05,fws_data@fws.gov,Geospatial Services,zip-code-business-trends-2021-2022-90894497
a854baff-4b44-4df2-87df-d688ec373c4b,edd359ae-a154-5e6e-9317-3a7cab6d8290,Rural Weather Survey Results,This dataset contains weather data collected by federal agencies. It covers key indicators relevant to rural weather survey results and is updated periodically.,public,Open Data Commons Public Domain,2010-08-03 02:10:17,2023-03-23 06:56:53,fws_data@fws.gov,Geospatial Services,rural-weather-survey-results-a854baff
881753de-e2bb-4557-a2f8-36f1abfe9e29,05cef825-2b53-52ec-98ae-1232be6a74a7,National Geospatial Inventory 2010,Federal dataset for national geospatial inventory 2010. Includes historical records and current measurements across multiple geographic regions.,public,Other (Open),2017-01-17 18:12:24,2021-12-06 02:51:32,nasa-data@nasa.gov,Data Services,national-geospatial-inventory-2010-881753de
8c6ccc52-dc0c-4ae3-9c32-b2cfecd65979,b5e19456-28d5-581c-bf70-d015b6f89c34,Housing Monitoring Records 2011,Comprehensive housing statistics for research and policy analysis. Data sourced from official government records and surveys.,public,Other (Open),2014-01-31 12:57:30,2021-01-13 02:09:54,data@federalreserve.gov,Research Data,housing-monitoring-records-2011-8c6ccc52
c89e2086-906e-4ebf-8b76-9d7815318e94,ea548bb9-4b2c-5f08-be80-218c30e7a80e,Science & Research Indicators Dashboard,"Open government dataset providing detailed science & research information. Suitable for academic research, journalism, and data science applications.",restricted public,Other (Open),2014-04-09 00:00:37,2023-01-10 23:54:00,census.data@census.gov,Data Dissemination,science-research-indicators-dashboard-c89e2086
fea400b1-c3f2-42ff-b487-35f692ea3dfe,f5f8d772-b48e-5309-97f1-3cb1d4a95720,City of New Open Data: Labor,"Open government dataset providing detailed labor information. Suitable for academic research, journalism, and data science applications.",public,License Not Specified,2011-05-28 18:32:20,2022-06-07 23:59:34,data@hhs.gov,Open Data Team,city-of-new-open-data-labor-fea400b1
b8548208-2877-461d-b2aa-d08aa376f6dc,877f0cfd-1a57-54ad-8616-23509f53d594,Rural Public Safety Survey Results,Federal dataset for rural public safety survey results. Includes historical records and current measurements across multiple geographic regions.,non-public,Open Data Commons Public Domain,2010-05-09 01:50:17,2024-02-10 18:05:46,noaa.data@noaa.gov,Data Management,rural-public-safety-survey-results-b8548208
05ec2e00-1445-4cb4-80fa-1e0e2dfc79b7,055bfdfa-c4cf-5c04-98fc-353d22c8f47d,Education Monitoring Records 2021,Federal dataset for education monitoring records 2021. Includes historical records and current measurements across multiple geographic regions.,public,Other (Open),2018-12-21 09:53:00,2024-02-22 10:16:23,data@epa.gov,Data Governance,education-monitoring-records-2021-05ec2e00
361666ed-180c-49a2-8faa-e34f85940c62,b5e19456-28d5-581c-bf70-d015b6f89c34,Regional Social Services Survey Results,Comprehensive social services statistics for research and policy analysis. Data sourced from official government records and surveys.,public,License Not Specified,2012-10-23 03:46:46,2023-05-22 16:32:30,data@federalreserve.gov,Research Data,regional-social-services-survey-results-361666ed
0344bd92-a60d-4eb1-b9d1-adddaa24787e,a9817270-ab22-5d9a-bb87-c241b4039796,State-Level Criminal Justice Trends 2024-2025,This dataset contains criminal justice data collected by federal agencies. It covers key indicators relevant to state-level criminal justice trends 2024-2025 and is updated periodically.,public,Creative Commons CCZero,2011-05-18 10:36:50,2020-02-18 00:29:44,eddata@ed.gov,Data Quality Group,state-level-criminal-justice-trends-2024-2025-0344bd92
24be1dc5-6abd-4094-992f-3ba374db4d3d,b5e19456-28d5-581c-bf70-d015b6f89c34,National Education Inventory 2011,Comprehensive education statistics for research and policy analysis. Data sourced from official government records and surveys.,public,U.S. Government Work,2017-04-16 22:24:24,2020-01-15 09:20:26,data@federalreserve.gov,Research Data,national-education-inventory-2011-24be1dc5
8af823cf-0677-4e8a-8c0b-e16215705d62,b5e19456-28d5-581c-bf70-d015b6f89c34,National Institutes of Open Data: Business,"Open government dataset providing detailed business information. Suitable for academic research, journalism, and data science applications.",restricted public,Creative Commons CCZero,2015-05-23 12:02:35,2021-12-23 04:00:32,data@federalreserve.gov,Research Data,national-institutes-of-open-data-business-8af823cf
fb29af9b-78e2-4155-8aac-8376cb13d509,edd359ae-a154-5e6e-9317-3a7cab6d8290,Coastal Social Services Trends 2012-2013,"Open government dataset providing detailed social services information. Suitable for academic research, journalism, and data science applications.",public,U.S. Government Work,2016-04-05 16:31:09,2022-08-16 11:19:47,fws_data@fws.gov,Geospatial Services,coastal-social-services-trends-2012-2013-fb29af9b
258270e2-f86a-4d35-953a-5544afd7083b,a9817270-ab22-5d9a-bb87-c241b4039796,National Social Services Inventory 2010,This dataset contains social services data collected by federal agencies. It covers key indicators relevant to national social services inventory 2010 and is updated periodically.,public,U.S. Government Work,2014-04-06 15:08:19,2022-04-29 13:12:37,eddata@ed.gov,Data Quality Group,national-social-services-inventory-2010-258270e2
cf52938f-2bed-4f27-97df-08a62c525861,f5f8d772-b48e-5309-97f1-3cb1d4a95720,National Energy Trends 2014-2015,Federal dataset for national energy trends 2014-2015. Includes historical records and current measurements across multiple geographic regions.,public,Creative Commons CCZero,2014-06-29 11:16:32,2022-12-25 10:21:33,data@hhs.gov,Open Data Team,national-energy-trends-2014-2015-cf52938f
58b9661c-e3f5-4b36-9068-f4cc6ff44ec2,b9c8c37c-1d4c-5321-99f8-66b7c4a96293,Geospatial Indicators Dashboard,Comprehensive geospatial statistics for research and policy analysis. Data sourced from official government records and surveys.,public,Creative Commons Attribution,2012-05-14 10:04:59,2022-07-16 18:56:34,femadata@fema.dhs.gov,OpenFEMA,geospatial-indicators-dashboard-58b9661c
51f87702-9f8a-4c09-9f42-a65c1bfbcb4b,3eaccee0-381b-5fbe-af5a-5522264844df,Urban Labor Survey Results,"Open government dataset providing detailed labor information. Suitable for academic research, journalism, and data science applications.",public,License Not Specified,2017-12-26 18:22:45,2024-12-17 23:34:27,data@dol.gov,Chief Data Officer,urban-labor-survey-results-51f87702
10b352f6-828b-435f-8b3a-96d489fd87e0,ea0ed734-92dc-575b-87ae-b4491b0a52e3,National Oceanic and Open Data: Criminal Justice,Comprehensive criminal justice statistics for research and policy analysis. Data sourced from official government records and surveys.,public,Creative Commons Attribution,2019-08-27 13:59:38,2021-09-19 20:30:26,data@dir.texas.gov,Data Governance,national-oceanic-and-open-data-criminal-justice-10b352f6
e783a0de-3592-4f86-9511-7baf926c83f6,d4c3c80c-8abd-5cd3-8818-8b5b10f5f257,Annual Weather Report - U.S. Department of,This dataset contains weather data collected by federal agencies. It covers key indicators relevant to annual weather report - u.s. department of and is updated periodically.,public,Other (Open),2011-06-22 20:59:52,2024-10-05 15:52:04,nps_data@nps.gov,Data Management,annual-weather-report-u-s-department-of-e783a0de
51821b40-ca37-4e87-adb2-bfc02416fdf3,2e700355-61d6-530f-b2ef-15217fcfd96f,Annual Geospatial Report - U.S. Environmental Protection,"Open government dataset providing detailed geospatial information. Suitable for academic research, journalism, and data science applications.",public,Creative Commons Attribution,2011-05-24 11:40:04,2023-03-17 01:40:17,dataportal@cityofchicago.org,Data Analytics,annual-geospatial-report-u-s-environmental-protection-51821b40
0a50de8d-c2ee-4e13-b045-d126e356e664,f702af7c-3b01-5abd-8846-78fd4f1787b2,U.S. Department of Open Data: Transportation,Comprehensive transportation statistics for research and policy analysis. Data sourced from official government records and surveys.,public,Creative Commons Attribution,2016-09-30 06:43:22,2020-03-15 16:09:18,nihod@nih.gov,Open Data Office,u-s-department-of-open-data-transportation-0a50de8d
adcce43c-1599-44e0-aa3a-138525870e1c,b5e19456-28d5-581c-bf70-d015b6f89c34,Federal Transportation Database 2022,"Open government dataset providing detailed transportation information. Suitable for academic research, journalism, and data science applications.",public,Creative Commons CCZero,2019-05-27 09:04:43,2021-07-14 05:03:09,data@federalreserve.gov,Research Data,federal-transportation-database-2022-adcce43c
18c48761-5286-488a-859b-07df675a3cfe,d4c3c80c-8abd-5cd3-8818-8b5b10f5f257,Criminal Justice Monitoring Records 2010,This dataset contains criminal justice data collected by federal agencies. It covers key indicators relevant to criminal justice monitoring records 2010 and is updated periodically.,public,U.S. Government Work,2012-12-21 08:00:19,2024-06-01 06:05:01,nps_data@nps.gov,Data Management,criminal-justice-monitoring-records-2010-18c48761
5f179ba8-7a65-4954-a675-cb99a4332367,1cfe6182-d24e-55cd-bf9c-ed4571e81522,Federal Reserve Open Data: Labor,Federal dataset for federal reserve open data: labor. Includes historical records and current measurements across multiple geographic regions.,restricted public,Open Data Commons Public Domain,2012-11-19 14:25:04,2022-06-15 04:28:22,opendata@records.nyc.gov,Open Data Team,federal-reserve-open-data-labor-5f179ba8
3f9382c0-a113-4f68-ac5b-e367c0950fc4,3eaccee0-381b-5fbe-af5a-5522264844df,Business Indicators Dashboard,"Open government dataset providing detailed business information. Suitable for academic research, journalism, and data science applications.",public,License Not Specified,2016-07-04 06:51:49,2023-03-27 23:55:08,data@dol.gov,Chief Data Officer,business-indicators-dashboard-3f9382c0
e011a5a7-fb40-44da-883c-e575075b1256,05cef825-2b53-52ec-98ae-1232be6a74a7,National Labor Survey Results,"Open government dataset providing detailed labor information. Suitable for academic research, journalism, and data science applications.",public,Open Data Commons Public Domain,2014-11-24 05:30:39,2024-10-16 23:34:39,nasa-data@nasa.gov,Data Services,national-labor-survey-results-e011a5a7
9e7a6dfa-1e59-4abe-9a7f-64764479b5b6,b9c8c37c-1d4c-5321-99f8-66b7c4a96293,Energy Monitoring Records 2015,This dataset contains energy data collected by federal agencies. It covers key indicators relevant to energy monitoring records 2015 and is updated periodically.,restricted public,Creative Commons CCZero,2012-09-19 18:44:50,2022-01-12 10:29:42,femadata@fema.dhs.gov,OpenFEMA,energy-monitoring-records-2015-9e7a6dfa
4583951c-8944-41b2-a685-aeed52637d30,1cfe6182-d24e-55cd-bf9c-ed4571e81522,Annual Transportation Report - Federal Emergency Management,Comprehensive transportation statistics for research and policy analysis. Data sourced from official government records and surveys.,public,Open Data Commons Public Domain,2018-01-16 08:53:16,2021-01-23 12:16:56,opendata@records.nyc.gov,Open Data Team,annual-transportation-report-federal-emergency-management-4583951c
7ddef695-3886-4ddd-93df-dc41d220b253,055bfdfa-c4cf-5c04-98fc-353d22c8f47d,Agriculture Statistics by State-Level (2017),Federal dataset for agriculture statistics by state-level (2017). Includes historical records and current measurements across multiple geographic regions.,public,License Not Specified,2011-11-08 14:25:45,2022-10-21 07:20:10,data@epa.gov,Data Governance,agriculture-statistics-by-state-level-2017-7ddef695
80814c59-3bca-4bf6-944c-41136372706a,6b76e51e-5b5d-51f2-9f78-a250748c003b,Elections Indicators Dashboard,Comprehensive elections statistics for research and policy analysis. Data sourced from official government records and surveys.,public,License Not Specified,2010-02-28 01:37:02,2020-05-02 21:27:13,opendata@hq.doe.gov,OpenData Program,elections-indicators-dashboard-80814c59
0d8a800f-1da2-4aee-bfa5-b44951ba4899,055bfdfa-c4cf-5c04-98fc-353d22c8f47d,National Elections Inventory 2017,Comprehensive elections statistics for research and policy analysis. Data sourced from official government records and surveys.,public,Creative Commons Attribution,2012-09-15 09:17:51,2022-05-12 20:13:14,data@epa.gov,Data Governance,national-elections-inventory-2017-0d8a800f
f630ba40-03d7-413f-b1e8-3bc801f548d8,7b30979e-2805-5bdb-b8d7-7122baf8a47b,Energy Indicators Dashboard,Federal dataset for energy indicators dashboard. Includes historical records and current measurements across multiple geographic regions.,public,License Not Specified,2013-07-08 02:52:32,2022-01-20 03:50:46,data@faa.gov,Statistics Division,energy-indicators-dashboard-f630ba40
13c28af8-92f1-4f03-a0b8-8e792ebfa394,78eb6bf4-8b08-5c00-8a7c-d4031db1b218,Labor Indicators Dashboard,This dataset contains labor data collected by federal agencies. It covers key indicators relevant to labor indicators dashboard and is updated periodically.,public,Creative Commons CCZero,2016-05-21 12:47:17,2022-11-22 08:40:08,opendata@state.ca.gov,CDT Open Data,labor-indicators-dashboard-13c28af8
feb39457-fe4f-4cb8-aac3-c73afe61b61a,1cfe6182-d24e-55cd-bf9c-ed4571e81522,State-Level Water Survey Results,Comprehensive water statistics for research and policy analysis. Data sourced from official government records and surveys.,restricted public,Open Data Commons Public Domain,2012-07-30 15:25:26,2020-04-02 08:04:18,opendata@records.nyc.gov,Open Data Team,state-level-water-survey-results-feb39457
699ac2c5-90e3-4a74-839e-b6bbc9d5b781,edd359ae-a154-5e6e-9317-3a7cab6d8290,Finance Statistics by County-Level (2019),Comprehensive finance statistics for research and policy analysis. Data sourced from official government records and surveys.,public,License Not Specified,2014-01-21 20:48:09,2021-09-29 21:12:38,fws_data@fws.gov,Geospatial Services,finance-statistics-by-county-level-2019-699ac2c5
2bb1a1ad-a8f8-478e-9f8a-cbe5044e6415,3eaccee0-381b-5fbe-af5a-5522264844df,National Criminal Justice Survey Results,Federal dataset for national criminal justice survey results. Includes historical records and current measurements across multiple geographic regions.,public,License Not Specified,2020-05-01 17:29:34,2021-03-11 21:42:18,data@dol.gov,Chief Data Officer,national-criminal-justice-survey-results-2bb1a1ad
4451f4f3-551e-425a-979c-ea977b4f4421,f702af7c-3b01-5abd-8846-78fd4f1787b2,National Demographics Inventory 2021,"Open government dataset providing detailed demographics information. Suitable for academic research, journalism, and data science applications.",public,Creative Commons Attribution,2012-06-28 13:59:43,2024-08-05 00:43:36,nihod@nih.gov,Open Data Office,national-demographics-inventory-2021-4451f4f3
6956a6d2-daf5-4bdf-9a75-972e6360ec9d,3eaccee0-381b-5fbe-af5a-5522264844df,Health Monitoring Records 2022,Comprehensive health statistics for research and policy analysis. Data sourced from official government records and surveys.,public,License Not Specified,2014-03-25 12:36:48,2024-10-07 04:13:51,data@dol.gov,Chief Data Officer,health-monitoring-records-2022-6956a6d2
5ba84bc3-735b-40b3-afb8-b5c67724c93a,ea0ed734-92dc-575b-87ae-b4491b0a52e3,Bureau of Labor Public Safety Dataset 2013,This dataset contains public safety data collected by federal agencies. It covers key indicators relevant to bureau of labor public safety dataset 2013 and is updated periodically.,public,U.S. Government Work,2012-11-03 20:16:56,2024-12-02 13:26:25,data@dir.texas.gov,Data Governance,bureau-of-labor-public-safety-dataset-2013-5ba84bc3
a16177ea-144e-424c-973c-b098b4ca827d,edd359ae-a154-5e6e-9317-3a7cab6d8290,Urban Demographics Trends 2021-2022,"Open government dataset providing detailed demographics information. Suitable for academic research, journalism, and data science applications.",restricted public,Creative Commons CCZero,2020-09-19 15:39:10,2021-07-10 08:38:57,fws_data@fws.gov,Geospatial Services,urban-demographics-trends-2021-2022-a16177ea
06c009c8-a6e7-4575-9942-a60cdd7509f9,ce969544-a876-5089-a4f4-33b84dbb3aea,County-Level Public Safety Trends 2018-2019,This dataset contains public safety data collected by federal agencies. It covers key indicators relevant to county-level public safety trends 2018-2019 and is updated periodically.,public,Other (Open),2017-10-19 20:15:55,2020-07-26 17:15:34,gs-w_data@usgs.gov,Data Management,county-level-public-safety-trends-2018-2019-06c009c8
6f98e1bf-d2d7-42b3-9d96-3606cfce92cc,6b76e51e-5b5d-51f2-9f78-a250748c003b,Federal Environment Database 2022,Comprehensive environment statistics for research and policy analysis. Data sourced from official government records and surveys.,public,U.S. Government Work,2017-01-31 19:35:51,2020-01-05 02:49:43,opendata@hq.doe.gov,OpenData Program,federal-environment-database-2022-6f98e1bf
9924d46c-dff0-4ef4-9fc7-13b59d6bacec,28fe1fbe-4f76-5fb3-b3a6-ded13e2faa90,Health Statistics by State-Level (2020),Comprehensive health statistics for research and policy analysis. Data sourced from official government records and surveys.,public,Creative Commons Attribution,2012-09-11 18:06:23,2020-11-07 06:04:59,cdcinfo@cdc.gov,Public Health Data,health-statistics-by-state-level-2020-9924d46c
